Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link
AKT3	AKT Serine/Threonine Kinase 3	Protein Coding	Q9Y243	68	GC01M243488	1.883065581	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3
MIR150	MicroRNA 150	RNA Gene		30	GC19M049500	1.883065581	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150
XRCC1	X-Ray Repair Cross Complementing 1	Protein Coding	P18887	58	GC19M043543	1.882740498	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC1
MIR498	MicroRNA 498	RNA Gene		24	GC19P153069	1.879994392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498
TNFRSF6B	TNF Receptor Superfamily Member 6b	Protein Coding	O95407	54	GC20P063696	1.879070997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B
MMP13	Matrix Metallopeptidase 13	Protein Coding	P45452	62	GC11M102942	1.877954245	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP13
HLA-DRB3	"Major Histocompatibility Complex, Class II, DR Beta 3"	Protein Coding	P79483	38	GC06Mn03715	1.874195099	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB3
ADRA1B	Adrenoceptor Alpha 1B	Protein Coding	P35368	59	GC05P160583	1.873762846	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B
CD226	CD226 Molecule	Protein Coding	Q15762	55	GC18M069831	1.869623661	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD226
SMAD7	SMAD Family Member 7	Protein Coding	O15105	57	GC18M048919	1.868217707	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7
MIR26A2	MicroRNA 26a-2	RNA Gene		26	GC12M057824	1.866018534	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A2
MIR551A	MicroRNA 551a	RNA Gene		25	GC01M003560	1.865513325	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR551A
KIR2DS2	"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 2"	Protein Coding	P43631	27	GC19Mr00125	1.861115217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS2
GZMB	Granzyme B	Protein Coding	P10144	60	GC14M024630	1.8529737	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB
IL12A	Interleukin 12A	Protein Coding	P29459	56	GC03P159988	1.8529737	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12A
MIR369	MicroRNA 369	RNA Gene		28	GC14P121364	1.85066545	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR369
PDGFRB	Platelet Derived Growth Factor Receptor Beta	Protein Coding	P09619	67	GC05M150113	1.848028541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB
SERPINB7	Serpin Family B Member 7	Protein Coding	O75635	52	GC18P063752	1.847471237	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB7
IL22RA1	Interleukin 22 Receptor Subunit Alpha 1	Protein Coding	Q8N6P7	51	GC01M024119	1.828744769	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA1
NFE2L2	NFE2 Like BZIP Transcription Factor 2	Protein Coding	Q16236	64	GC02M177227	1.824721456	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2
GAB1	GRB2 Associated Binding Protein 1	Protein Coding	Q13480	58	GC04P143336	1.824721456	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB1
DSP	Desmoplakin	Protein Coding	P15924	63	GC06P007541	1.824470639	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP
ERBB4	Erb-B2 Receptor Tyrosine Kinase 4	Protein Coding	Q15303	67	GC02M211375	1.824109077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4
TGFBR1	Transforming Growth Factor Beta Receptor 1	Protein Coding	P36897	67	GC09P107186	1.821158051	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1
MIR24-1	MicroRNA 24-1	RNA Gene		27	GC09P095086	1.821158051	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1
TRAF6	TNF Receptor Associated Factor 6	Protein Coding	Q9Y4K3	59	GC11M036467	1.814038754	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6
HSPA5	Heat Shock Protein Family A (Hsp70) Member 5	Protein Coding	P11021	61	GC09M125234	1.813940644	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
CSF2	Colony Stimulating Factor 2	Protein Coding	P04141	58	GC05P132073	1.813940644	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2
CHRNA5	Cholinergic Receptor Nicotinic Alpha 5 Subunit	Protein Coding	P30532	57	GC15P078565	1.807895422	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA5
NR1H3	Nuclear Receptor Subfamily 1 Group H Member 3	Protein Coding	Q13133	59	GC11P047248	1.805383921	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H3
LPA	Lipoprotein(A)	Protein Coding	P08519	55	GC06M160531	1.804503322	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA
ZNF148	Zinc Finger Protein 148	Protein Coding	Q9UQR1	53	GC03M125225	1.802011013	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF148
RDX	Radixin	Protein Coding	P35241	61	GC11M109864	1.789090514	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDX
EZH2	Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit	Protein Coding	Q15910	66	GC07M148807	1.787283659	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2
CYP26A1	Cytochrome P450 Family 26 Subfamily A Member 1	Protein Coding	O43174	55	GC10P093073	1.78514564	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26A1
CLDN1	Claudin 1	Protein Coding	O95832	59	GC03M190305	1.780639887	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1
APOH	Apolipoprotein H	Protein Coding	P02749	58	GC17M066212	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH
MT-CO1	Mitochondrially Encoded Cytochrome C Oxidase I	Protein Coding	P00395	47	GCMTP005906	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO1
IFNL2	Interferon Lambda 2	Protein Coding	Q8IZJ0	44	GC19P039268	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2
GPR25	G Protein-Coupled Receptor 25	Protein Coding	O00155	41	GC01P200872	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR25
RNF39	Ring Finger Protein 39	Protein Coding	Q9H2S5	41	GC06M106388	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF39
THEM6	Thioesterase Superfamily Member 6	Protein Coding	Q8WUY1	37	GC08P142727	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THEM6
PRR9	Proline Rich 9	Protein Coding	Q5T870	31	GC01P153217	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR9
MIR6731	MicroRNA 6731	RNA Gene		14	GC01M034685	1.779625416	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6731
CARD11	Caspase Recruitment Domain Family Member 11	Protein Coding	Q9BXL7	59	GC07M002906	1.778487086	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD11
BAX	"BCL2 Associated X, Apoptosis Regulator"	Protein Coding	Q07812	64	GC19P048954	1.774026632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX
FGA	Fibrinogen Alpha Chain	Protein Coding	P02671	62	GC04M154583	1.774026632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGA
HMOX2	Heme Oxygenase 2	Protein Coding	P30519	58	GC16P004474	1.774026632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX2
KIR3DS1	"Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Short Cytoplasmic Tail 1"	Protein Coding	Q14943	28	GC19MR00058	1.774026632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DS1
HTR2A	5-Hydroxytryptamine Receptor 2A	Protein Coding	P28223	61	GC13M046831	1.769437075	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2A
LIF	LIF Interleukin 6 Family Cytokine	Protein Coding	P15018	56	GC22M030240	1.767095089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF
SUMO4	Small Ubiquitin Like Modifier 4	Protein Coding	Q6EEV6	49	GC06P183551	1.76539588	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO4
CTSL	Cathepsin L	Protein Coding	P07711	60	GC09P087725	1.763867378	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL
CD207	CD207 Molecule	Protein Coding	Q9UJ71	50	GC02M070830	1.763867378	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD207
IL10RB	Interleukin 10 Receptor Subunit Beta	Protein Coding	Q08334	57	GC21P033266	1.760320187	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RB
IL10RA	Interleukin 10 Receptor Subunit Alpha	Protein Coding	Q13651	57	GC11P118000	1.759203315	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RA
FLI1	"Fli-1 Proto-Oncogene, ETS Transcription Factor"	Protein Coding	Q01543	60	GC11P128686	1.755922794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLI1
IRF2BP2	Interferon Regulatory Factor 2 Binding Protein 2	Protein Coding	Q7Z5L9	48	GC01M234604	1.755922794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2BP2
TTC7A	Tetratricopeptide Repeat Domain 7A	Protein Coding	Q9ULT0	51	GC02P046928	1.754805923	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A
CNFN	Cornifelin	Protein Coding	Q9BYD5	41	GC19M042387	1.754580975	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNFN
RAB27A	"RAB27A, Member RAS Oncogene Family"	Protein Coding	P51159	60	GC15M055202	1.753962278	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27A
UNC13D	Unc-13 Homolog D	Protein Coding	Q70J99	57	GC17M075827	1.753962278	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13D
MLPH	Melanophilin	Protein Coding	Q9BV36	54	GC02P237485	1.753962278	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLPH
AP1G2	Adaptor Related Protein Complex 1 Subunit Gamma 2	Protein Coding	O75843	47	GC14M023559	1.753962278	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1G2
ATF6B	Activating Transcription Factor 6 Beta	Protein Coding	Q99941	50	GC06M032115	1.753956437	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6B
IL12B-AS1	IL12B Antisense RNA 1	RNA Gene		12	GC05P159979	1.753956437	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B-AS1
GLP1R	Glucagon Like Peptide 1 Receptor	Protein Coding	P43220	60	GC06P039048	1.750889897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP1R
P2RX7	Purinergic Receptor P2X 7	Protein Coding	Q99572	60	GC12P138914	1.750889897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7
HAX1	HCLS1 Associated Protein X-1	Protein Coding	O00165	55	GC01P176681	1.750889897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1
IL13RA1	Interleukin 13 Receptor Subunit Alpha 1	Protein Coding	P78552	54	GC0XP118727	1.750889897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA1
PPBP	Pro-Platelet Basic Protein	Protein Coding	P02775	55	GC04M073986	1.749722123	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPBP
REG3A	Regenerating Family Member 3 Alpha	Protein Coding	Q06141	48	GC02M079157	1.745222688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3A
CXCL11	C-X-C Motif Chemokine Ligand 11	Protein Coding	O14625	52	GC04M076033	1.744967937	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL11
KIR2DS4	"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 4 (Gene/Pseudogene)"	Protein Coding	P43632	42	GC19P153118	1.74137044	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS4
MMP12	Matrix Metallopeptidase 12	Protein Coding	P39900	58	GC11M102862	1.736269236	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP12
CLDN4	Claudin 4	Protein Coding	O14493	53	GC07P073799	1.733580232	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4
MIRLET7B	MicroRNA Let-7b	RNA Gene		29	GC22P092388	1.733580232	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B
CD1A	CD1a Molecule	Protein Coding	P06126	52	GC01P176906	1.720035434	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1A
THY1	Thy-1 Cell Surface Antigen	Protein Coding	P04216	56	GC11M140671	1.717417479	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THY1
TRIM21	Tripartite Motif Containing 21	Protein Coding	P19474	55	GC11M004384	1.716925502	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21
TBCD	Tubulin Folding Cofactor D	Protein Coding	Q9BTW9	52	GC17P082752	1.716925502	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCD
CD109	CD109 Molecule	Protein Coding	Q6YHK3	51	GC06P182332	1.716925502	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD109
ZMIZ1	Zinc Finger MIZ-Type Containing 1	Protein Coding	Q9ULJ6	54	GC10P079068	1.712280869	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMIZ1
SLC9A8	Solute Carrier Family 9 Member A8	Protein Coding	Q9Y2E8	48	GC20P054326	1.712280869	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A8
NFKB2	Nuclear Factor Kappa B Subunit 2	Protein Coding	Q00653	65	GC10P102394	1.710337043	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB2
NOS3	Nitric Oxide Synthase 3	Protein Coding	P29474	62	GC07P165997	1.70793879	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3
FOXO1	Forkhead Box O1	Protein Coding	Q12778	64	GC13M040555	1.706432343	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1
FCGR3B	Fc Gamma Receptor IIIb	Protein Coding	O75015	55	GC01M161623	1.70092392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3B
BANK1	B Cell Scaffold Protein With Ankyrin Repeats 1	Protein Coding	Q8NDB2	48	GC04P101411	1.70092392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANK1
INAVA	Innate Immunity Activator	Protein Coding	Q3KP66	44	GC01P200892	1.70092392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INAVA
SNORA73B	"Small Nucleolar RNA, H/ACA Box 73B"	RNA Gene		23	GC01P028508	1.70092392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA73B
CD27-AS1	CD27 Antisense RNA 1	RNA Gene		20	GC12M006439	1.70092392	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD27-AS1
GNAQ	G Protein Subunit Alpha Q	Protein Coding	P50148	61	GC09M077716	1.700060606	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ
TRPV1	Transient Receptor Potential Cation Channel Subfamily V Member 1	Protein Coding	Q8NER1	61	GC17M003565	1.699807048	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1
TRPV4	Transient Receptor Potential Cation Channel Subfamily V Member 4	Protein Coding	Q9HBA0	61	GC12M109783	1.699807048	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4
CD93	CD93 Molecule	Protein Coding	Q9NPY3	52	GC20M023067	1.699705839	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD93
KRT72	Keratin 72	Protein Coding	Q14CN4	44	GC12M052585	1.699705839	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT72
NGFR	Nerve Growth Factor Receptor	Protein Coding	P08138	60	GC17P049495	1.697792053	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGFR
TGFBR2	Transforming Growth Factor Beta Receptor 2	Protein Coding	P37173	65	GC03P030609	1.691683292	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2
SATB1	SATB Homeobox 1	Protein Coding	Q01826	56	GC03M028758	1.686601162	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1
CCND2	Cyclin D2	Protein Coding	P30279	61	GC12P074004	1.684188843	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND2
S100A4	S100 Calcium Binding Protein A4	Protein Coding	P26447	57	GC01M153543	1.681859255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4
GNLY	Granulysin	Protein Coding	P22749	50	GC02P085685	1.681859255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNLY
EDIL3	EGF Like Repeats And Discoidin Domains 3	Protein Coding	O43854	48	GC05M083940	1.681859255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDIL3
SCUBE1	"Signal Peptide, CUB Domain And EGF Like Domain Containing 1"	Protein Coding	Q8IWY4	48	GC22M043197	1.681859255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE1
MIR24-2	MicroRNA 24-2	RNA Gene		27	GC19M108246	1.681859255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2
LAG3	Lymphocyte Activating 3	Protein Coding	P18627	53	GC12P074069	1.676970959	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAG3
ITGAV	Integrin Subunit Alpha V	Protein Coding	P06756	61	GC02P186589	1.675854206	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV
CYP2C19	Cytochrome P450 Family 2 Subfamily C Member 19	Protein Coding	P33261	58	GC10P094762	1.675854206	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19
NPY	Neuropeptide Y	Protein Coding	P01303	58	GC07P024850	1.675854206	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY
RPL21P33	Ribosomal Protein L21 Pseudogene 33	Pseudogene		8	GC02P060852	1.674263597	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL21P33
SPPL2A	Signal Peptide Peptidase Like 2A	Protein Coding	Q8TCT8	53	GC15M050702	1.673768401	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPPL2A
LOC126859807	MED14-Independent Group 3 Enhancer GRCh37_chr6:138196296-138197495	Functional Element		5	GC06P137875	1.673768401	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126859807
PSTPIP2	Proline-Serine-Threonine Phosphatase Interacting Protein 2	Protein Coding	Q9H939	45	GC18M045983	1.672372341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSTPIP2
IGFBP7	Insulin Like Growth Factor Binding Protein 7	Protein Coding	Q16270	59	GC04M057030	1.667538881	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7
IFNA2	Interferon Alpha 2	Protein Coding	P01563	56	GC09M021384	1.667538881	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2
BIRC5	Baculoviral IAP Repeat Containing 5	Protein Coding	O15392	58	GC17P078214	1.663698912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5
S100A11	S100 Calcium Binding Protein A11	Protein Coding	P31949	54	GC01M152032	1.663698912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A11
EIF4E	Eukaryotic Translation Initiation Factor 4E	Protein Coding	P06730	62	GC04M098879	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E
PTPN1	Protein Tyrosine Phosphatase Non-Receptor Type 1	Protein Coding	P18031	62	GC20P050510	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN1
PRKCZ	Protein Kinase C Zeta	Protein Coding	Q05513	61	GC01P074965	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ
AHSG	Alpha 2-HS Glycoprotein	Protein Coding	P02765	57	GC03P186721	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG
SPRED1	Sprouty Related EVH1 Domain Containing 1	Protein Coding	Q7Z699	54	GC15P038252	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED1
SERPINB8	Serpin Family B Member 8	Protein Coding	P50452	53	GC18P063992	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB8
GRHL2	Grainyhead Like Transcription Factor 2	Protein Coding	Q6ISB3	52	GC08P101492	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL2
PLXNB2	Plexin B2	Protein Coding	O15031	50	GC22M050274	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNB2
HOTAIR	HOX Transcript Antisense RNA	RNA Gene		31	GC12M053962	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTAIR
XIST	X Inactive Specific Transcript	RNA Gene		31	GC0XM073820	1.663312078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST
PRDM1	PR/SET Domain 1	Protein Coding	O75626	58	GC06P182657	1.657968283	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM1
PRKCA	Protein Kinase C Alpha	Protein Coding	P17252	64	GC17P066302	1.654988527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA
VNN3P	"Vanin 3, Pseudogene"	Pseudogene		33	GC06M132724	1.654988527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VNN3P
TCF7L2	Transcription Factor 7 Like 2	Protein Coding	Q9NQB0	59	GC10P112950	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2
MST1	Macrophage Stimulating 1	Protein Coding	P26927	58	GC03M049683	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1
MAP3K11	Mitogen-Activated Protein Kinase Kinase Kinase 11	Protein Coding	Q16584	57	GC11M139781	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K11
GSDMB	Gasdermin B	Protein Coding	Q8TAX9	44	GC17M039904	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMB
KLLN	"Killin, P53 Regulated DNA Replication Inhibitor"	Protein Coding	B2CW77	42	GC10M088664	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLLN
ITPRID1	ITPR Interacting Domain Containing 1	Protein Coding	Q6ZRS4	37	GC07P031514	1.651236773	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPRID1
TBX21	T-Box Transcription Factor 21	Protein Coding	Q9UL17	59	GC17P047733	1.650119901	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21
ENO1	Enolase 1	Protein Coding	P06733	61	GC01M008861	1.643974543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1
NQO1	NAD(P)H Quinone Dehydrogenase 1	Protein Coding	P15559	61	GC16M069706	1.643974543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO1
ANXA2	Annexin A2	Protein Coding	P07355	60	GC15M060347	1.643974543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2
PFN1	Profilin 1	Protein Coding	P07737	59	GC17M004945	1.643974543	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1
DSC1	Desmocollin 1	Protein Coding	Q08554	50	GC18M031129	1.64358592	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC1
RARB	Retinoic Acid Receptor Beta	Protein Coding	P10826	62	GC03P027315	1.635588527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARB
BAK1	BCL2 Antagonist/Killer 1	Protein Coding	Q16611	57	GC06M033572	1.629622698	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1
BMP6	Bone Morphogenetic Protein 6	Protein Coding	P22004	57	GC06P007726	1.62522316	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6
COMT	Catechol-O-Methyltransferase	Protein Coding	P21964	64	GC22P019941	1.623736262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT
PRDX2	Peroxiredoxin 2	Protein Coding	P32119	59	GC19M012796	1.623736262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX2
